URL	IP	Product Name	BROWSER DATE	CUSTOMER_ID
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
http://localhost/store/searchString	183.83.85.232	Womens In Category	Chrome{63.0.3239.132}	2018-02-07 15:44:05	0
